created_at,source,original_text,lang,sentiment,favorite_count,retweet_count,polarity,subjectivity,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:13:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Your vote is the vaccine for the coronavirus that is the ANC, and it needs two jabs -

One jab on 27 October 2021. The second jab in 2024.

Let's rid South Africa of this disease.

#LetsFixSouthAfrica",en,"Sentiment(polarity=0.0, subjectivity=0.0)",122,33,0,0,GillionZenobia,132,338,FALSE,['#LetsFixSouthAfrica'],,"Johannesburg, South Africa"
Fri Jun 18 18:14:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You just want ATTENTION
But you won't call us BACK
maybe you just hate the thought 
of us gone somewhere NEW 
yeah, you just want ATTENTION
We should have known from start
you're just making sure
we'r never gettin' over you, oh!
#takeUsBackToChina",en,"Sentiment(polarity=-0.009659090909090923, subjectivity=0.5608585858585858)",5,4,-0.009659091,0.560858586,AsifKha94399341,35,28,,['#takeUsBackToChina'],,
Fri Jun 18 18:14:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros ""In Africa, #COVID19 cases have increased by 52% just in the past week, and deaths have increased by 32%. And we expect things to only get worse""-@DrTedros 

https://t.co/kxBLVxxLcO",en,"Sentiment(polarity=-0.21666666666666667, subjectivity=0.6166666666666667)",50,28,-0.216666667,0.616666667,PeterASinger,27245,10310,FALSE,['#COVID19'],"{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}",Geneva
Fri Jun 18 18:14:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros ""Less than 2% of Africaâ€™s population has been vaccinated.

Vaccines donated next year will be far too late for those who are dying today, or being infected today, or at risk today""-@DrTedros #COVID19 #VaccinEquity",en,"Sentiment(polarity=-0.09166666666666666, subjectivity=0.41666666666666663)",56,33,-0.091666667,0.416666667,PeterASinger,27245,10310,FALSE,"['#COVID19', '#VaccinEquity']","{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}",Geneva
Fri Jun 18 18:14:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Can I be fired if I donâ€™t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",en,"Sentiment(polarity=0.0, subjectivity=0.0)",7,2,0,0,NirajJoshi,78,450,FALSE,"['#vaccines', '#COVID19']","{'screen_name': 'TorontoStar', 'name': 'Toronto Star', 'id': 12848262, 'id_str': '12848262', 'indices': [236, 248]}","Brampton, Ontario"
Fri Jun 18 18:14:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",en,"Sentiment(polarity=-0.4375, subjectivity=0.75)",9,7,-0.4375,0.75,KamaZam,180,1022,FALSE,['#Thisisisrael'],"{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [0, 10]}",
Fri Jun 18 18:14:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",24,10,0.333333333,0.731481481,msgifford1977,149,456,,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}","Minnesota, USA"
Fri Jun 18 18:14:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Masks Covered w/ 'Pneumonia-Causing Bacteria', Cells Can 'Write RNA Into Your DNA' &amp; VAERS Ignored
https://t.co/d9q5JWK74a #TheDailyWrapUp #COVID19 #Vaccines #Masks #Israel #Lockdown #mRNA #VAERS",en,"Sentiment(polarity=0.0, subjectivity=0.0)",11,4,0,0,Mabukon,2724,5003,FALSE,"['#TheDailyWrapUp', '#COVID19', '#Vaccines', '#Masks', '#Israel', '#Lockdown', '#mRNA', '#VAERS']",,"AlingsÃ¥s, Sweden"
Fri Jun 18 18:14:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Home Affairs Princess Lindiwe says Government is committed to providing health services, medicines, vaccines &amp; education to refugees. As a result, refugees will receive the #COVID19 jab once sufficient vaccines arrive in the country. #WorldRefugeeDay https://t.co/i9vAyDf4ab",en,"Sentiment(polarity=0.0, subjectivity=0.0)",2,1,0,0,Sibo_Zondi,1082,405,FALSE,"['#COVID19', '#WorldRefugeeDay']",,Eswatini ðŸ‡¸ðŸ‡¿
Fri Jun 18 18:14:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1/5 Canadaâ€™s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,en,"Sentiment(polarity=0.25, subjectivity=0.41111111111111115)",34,24,0.25,0.411111111,Canada,959870,763,FALSE,['#COVID19'],,Canada
Fri Jun 18 18:15:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Serious cases of myocarditis in young people after receiving the #Covid19 vaccines are piling up across the US. Although the CDC is downplaying these cases, some hospitals are changing their monitoring protocols https://t.co/JC34ZJCJZv",en,"Sentiment(polarity=-0.11666666666666665, subjectivity=0.5333333333333333)",805,551,-0.116666667,0.533333333,momJenRodriguez,875,4305,FALSE,['#Covid19'],,"Michigan, USA"
Fri Jun 18 18:15:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",en,"Sentiment(polarity=0.24318181818181817, subjectivity=0.5022727272727273)",3,1,0.243181818,0.502272727,inguquko1652,908,1186,FALSE,[],,
Fri Jun 18 18:15:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ðŸ‘‡ðŸ‘‡ðŸ‘‡

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other peopleâ€™s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",en,"Sentiment(polarity=0.14017857142857143, subjectivity=0.5526785714285715)",184,38,0.140178571,0.552678571,Crell,11193,182,FALSE,['#COVID19'],,"Chicago, USA"
Fri Jun 18 18:15:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVID19 has affected us all â€“ today, Friday 18 June, is #Red4Research, acknowledging the incredible #research teams, and participants, collectively working to develop new #diagnostics, #treatments, and vaccines for #COVID19. @NHSRDForum  https://t.co/fJqWrXjF8s https://t.co/1PogEtBoKZ",en,"Sentiment(polarity=0.5181818181818182, subjectivity=0.6772727272727272)",19,13,0.518181818,0.677272727,GordonHill1,1920,2344,FALSE,"['#COVID19', '#Red4Research', '#research', '#diagnostics', '#treatments', '#COVID19']","{'screen_name': 'NHSRDForum', 'name': 'NHS R&D Forum', 'id': 1381499726, 'id_str': '1381499726', 'indices': [226, 237]}","Edinburgh, UK"
Fri Jun 18 18:15:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",en,"Sentiment(polarity=0.24318181818181817, subjectivity=0.5022727272727273)",5,2,0.243181818,0.502272727,Johnnyredtales,589,1264,FALSE,[],,UK
Fri Jun 18 18:15:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ðŸš¨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ ðŸ§µ
https://t.co/CRDhqPHFWM",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",555,619,0.166666667,0.188888889,shakolantern_,95,238,FALSE,[],"{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}","Mississauga, Ontario"
Fri Jun 18 18:15:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iâ€™m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/d2PDWIps8o  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",705,229,0.508333333,0.783333333,chefgina1,325,607,FALSE,"['#WeCanDoThis', '#COVID19']",,
Fri Jun 18 18:15:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,en,"Sentiment(polarity=0.5, subjectivity=0.9)",17,14,0.5,0.9,STEVEHAAGSPORT,3339,2502,,"['#COVID19', '#CoronaVirusSA']",,SOUTH AFRICA
Fri Jun 18 18:15:50 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎŸS</a>","ðŸ‘‡ðŸ‘‡ðŸ‘‡

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other peopleâ€™s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",en,"Sentiment(polarity=0.14017857142857143, subjectivity=0.5526785714285715)",184,39,0.140178571,0.552678571,theshaunwalker,307,118,FALSE,['#COVID19'],,"York, England"
Fri Jun 18 18:15:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ðŸ”¥ The delta variant is spreading rapidly. Anyone that is NOT fully vaccinated is at riskâ€” more than half of the country is at risk

Let that sink in.

To find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/xiVjjfCwT1  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 800-232-0233",en,"Sentiment(polarity=0.14444444444444446, subjectivity=0.35555555555555557)",14,23,0.144444444,0.355555556,Ebits_la,45,233,,['#COVID19'],,United States
Fri Jun 18 18:15:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As @MonicaGandhi9 likes to say, the vaccines have 'defanged' the virus in #Chicago. We are now averaging less than 60 cases/day, with a positivity rate of .7% - and dropping. #Covid19",en,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.06666666666666667)",6,1,-0.166666667,0.066666667,HalfaxNew,117,293,FALSE,"['#Chicago', '#Covid19']","{'screen_name': 'MonicaGandhi9', 'name': 'Monica Gandhi MD, MPH', 'id': 1255393579507351554, 'id_str': '1255393579507351554', 'indices': [3, 17]}",
Fri Jun 18 18:16:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",237,111,0.133333333,0.455555556,MrsWindmill,23,199,FALSE,[],,Bristol
Fri Jun 18 18:16:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ðŸš¨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ ðŸ§µ
https://t.co/CRDhqPHFWM",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",555,619,0.166666667,0.188888889,xavierdollza,83,60,FALSE,[],"{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}",
Fri Jun 18 18:16:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ðŸ™ @FAO welcomes a CAD 22.4 million (USD 17.7 million) contribution from CanadaðŸ‡¨ðŸ‡¦ to boost the food security and livelihoods of vulnerable communities reeling from the impacts of #COVID19 in nine countries across Africa &amp; Latin America.

More: https://t.co/wly9gCNy1Z https://t.co/kOxXq7zreJ",en,"Sentiment(polarity=0.0, subjectivity=0.5)",13,11,0,0.5,AnnaRicoyFAO,301,139,FALSE,['#COVID19'],"{'screen_name': 'FAO', 'name': 'FAO', 'id': 19649135, 'id_str': '19649135', 'indices': [2, 6]}",Santiago de Chile
Fri Jun 18 18:16:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1/5 Canadaâ€™s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,en,"Sentiment(polarity=0.25, subjectivity=0.41111111111111115)",37,25,0.25,0.411111111,SooGirl4,72,131,FALSE,['#COVID19'],,
Fri Jun 18 18:16:20 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎŸS</a>",1/5 Canadaâ€™s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,en,"Sentiment(polarity=0.25, subjectivity=0.41111111111111115)",37,26,0.25,0.411111111,fj_newman,1585,843,FALSE,['#COVID19'],,"Hyattsville, MD"
Fri Jun 18 18:16:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",239,112,0.133333333,0.455555556,ofer_n,2045,1932,FALSE,[],,Earth
Fri Jun 18 18:16:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Whatâ€™s next for our foundation? Iâ€™m particularly excited about what the next year could mean for one of the best buys in global health: vaccines. https://t.co/MbjNWPEl5l,en,"Sentiment(polarity=0.17708333333333334, subjectivity=0.28958333333333336)",0,0,0.177083333,0.289583333,VinayShindeBlr,518,2947,,[],,Planet Earth
Fri Jun 18 18:16:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in the West Bank and Gaza under the 1995 Oslo II Accords, Israel is sending more than 1 million vaccine doses to help it fight #COVID19.

#ThisIsIsrael",en,"Sentiment(polarity=0.425, subjectivity=0.525)",60,18,0.425,0.525,herohatta,129,2220,FALSE,"['#COVID19', '#ThisIsIsrael']",,
Fri Jun 18 18:16:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",27,11,0.333333333,0.731481481,Vaccinate4Love,39,49,,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}",
Fri Jun 18 18:16:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,"Sentiment(polarity=0.5, subjectivity=0.5)",412,171,0.5,0.5,RudolfGottfried,273,1478,FALSE,['#COVID19'],,"Leipzig, Germany"
Fri Jun 18 18:16:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#China has administered 94.5 crore #COVID19 vaccines so far compared to India at 26 crores.

43% of Chinese got at least a single dose while only 15% got the same in India.

China got no vaccine guru. https://t.co/qtLBbJk32a",en,"Sentiment(polarity=-0.04523809523809524, subjectivity=0.456547619047619)",160,51,-0.045238095,0.456547619,DrNancyMalik,4220,1004,FALSE,"['#China', '#COVID19']",,"Gurgaon, India"
Fri Jun 18 18:16:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",240,113,0.133333333,0.455555556,michaelkerton,44,40,FALSE,[],,Canterbury
Fri Jun 18 18:16:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 588,29â€¦ https://t.co/02LAPt4aiV",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,FALSE,[],,
Fri Jun 18 18:16:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1151,1,â€¦ https://t.co/jlBYh6yMQI",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,FALSE,[],,
Fri Jun 18 18:16:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In 2020, @ALIMA_ORG distributed 635 oxygen concentrators, 454 pulse oximeters, &amp; 330,000 masks throughout 12 West African countries. Learn more about ALIMA's #COVID19 response in #Africa: https://t.co/e8yyxcTVjB",en,"Sentiment(polarity=0.25, subjectivity=0.25)",3,2,0.25,0.25,sckiyemba,80,123,FALSE,"['#COVID19', '#Africa']","{'screen_name': 'ALIMA_ORG', 'name': 'ALIMA', 'id': 819116890278817793, 'id_str': '819116890278817793', 'indices': [9, 19]}",Uganda
Fri Jun 18 18:16:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Waiting for the Israeli asshole of a journalist @BarakRavid to tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians and making the covid19 crises far worse, leading to more Palestinian deaths. This is Israel.",en,"Sentiment(polarity=-0.125, subjectivity=0.725)",17,12,-0.125,0.725,yazanalsaheb,509,2137,FALSE,[],"{'screen_name': 'BarakRavid', 'name': 'Barak Ravid', 'id': 302971361, 'id_str': '302971361', 'indices': [48, 59]}",
Fri Jun 18 18:16:50 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1/5 Canadaâ€™s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,en,"Sentiment(polarity=0.25, subjectivity=0.41111111111111115)",37,27,0.25,0.411111111,WatWatSpin,234,320,FALSE,['#COVID19'],,Platform 9Â¾
Fri Jun 18 18:17:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","See how our African Brother Hits Back to an unworthy Chinese Virus !!! ðŸ¦‡

https://t.co/VMIhInMv5y

#Chinese
#takeUsBackToChina
#FireFauci #Taiwan #COVID19 #Covid19SA #HongKong #Covid_19 #COVID #Xingping #WuhanLabLeak #PUBG #EUROS2020 #Biden #ChinaGlobalThreat #Africa #Kenya",en,"Sentiment(polarity=0.0, subjectivity=0.0)",2,2,0,0,AsifKha94399341,35,28,FALSE,"['#Chinese', '#takeUsBackToChina', '#FireFauci', '#Taiwan', '#COVID19', '#Covid19SA', '#HongKong', '#Covid_19', '#COVID', '#Xingping', '#WuhanLabLeak', '#PUBG', '#EUROS2020', '#Biden', '#ChinaGlobalThreat', '#Africa', '#Kenya']",,
Fri Jun 18 18:17:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,"Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",872,490,-0.236458333,0.3375,RediTlhabi,569874,2008,FALSE,['#COVID19'],"{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}","Johannesburg, South Africa"
Fri Jun 18 18:17:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Your questions on vaccines and breastfeeding, menstruation etc answered @MoHFW_INDIA @MinofHealthUG @CEPIvaccines @GaviSeth @trevormundel @IAVI @IVACtweets @EU_Health @ICMRDELHI @MRCza @ProfAbdoolKarim @EvaUNICEF",en,"Sentiment(polarity=0.0, subjectivity=0.0)",55,29,0,0,SGowri07,167,392,,[],"{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [72, 84]}",
Fri Jun 18 18:17:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",31,12,0.333333333,0.731481481,teavangelize,588,2275,,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}","California, USA"
Fri Jun 18 18:17:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,"Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",872,491,-0.236458333,0.3375,TRDKenya,328,1049,,['#COVID19'],"{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}","Nairobi, Kenya"
Fri Jun 18 18:17:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

Weâ€™ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",77,81,0.195833333,0.2875,jaxturvey,152,1029,FALSE,['#COVID19'],,
Fri Jun 18 18:17:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@DrTedros ""In Africa, #COVID19 cases have increased by 52% just in the past week, and deaths have increased by 32%. And we expect things to only get worse""-@DrTedros 

https://t.co/kxBLVxxLcO",en,"Sentiment(polarity=-0.21666666666666667, subjectivity=0.6166666666666667)",51,29,-0.216666667,0.616666667,Petchary,16127,17488,FALSE,['#COVID19'],"{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}","Kingston, Jamaica"
Fri Jun 18 18:17:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",en,"Sentiment(polarity=0.24318181818181817, subjectivity=0.5022727272727273)",8,3,0.243181818,0.502272727,cj249colin,409,1725,FALSE,[],,
Fri Jun 18 18:17:41 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1/5 Canadaâ€™s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,en,"Sentiment(polarity=0.25, subjectivity=0.41111111111111115)",39,28,0.25,0.411111111,carman_yan,249,1283,FALSE,['#COVID19'],,"Toronto, Ontario"
Fri Jun 18 18:17:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","COVID-19 cases across Africa have increased by 52% in the past week &amp; deaths have increased by 32%, said WHO's Tedros, adding that less than 1% of the population on the continent has been vaccinated. ""And we expect things to only get worse."" https://t.co/whEJRBz8o0",en,"Sentiment(polarity=-0.20416666666666666, subjectivity=0.47916666666666663)",0,0,-0.204166667,0.479166667,CentreCsma,109,144,FALSE,[],,"Bulawayo, Zimbabwe"
Fri Jun 18 18:18:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,"Sentiment(polarity=0.5, subjectivity=0.5)",0,0,0.5,0.5,shawajason,13006,886,FALSE,['#COVID19'],,"Gaza, Palestine"
